sprint,item_id,title,registry_status,files_touched,art1_intake,art2_impact_analysis,art3_implementation_plan,art4_code_gate,art5_impl_summary_qa,art6_owner_smoke_signoff,art0_session_start,missing_count,severity,existing_docs_path,owner_verified_in_prose,tracked_in_open_gaps,estimated_doc_effort_hrs,recommended_action,notes,audit_revision,archived
POS 2.0,BUG-063,Room Bill Print Is Missing Required Room-Related Keys,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_066_INTAKE_2026_05_30.md; memory/bugs/intake/BUG_080_INTAKE_2026_05_30.md; memory/bugs/intake/BUG_052_INTAKE_2026_05_30.md; memory/bugs/intake/BUG_062_INTAKE_2026_05_30.md; memory/bugs/intake/BUG_055_INTAKE_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
POS 2.0,BUG-076,Replace Conditional Round to Always Math.ceil(),CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_076_INTAKE_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS2_0_OWNER_DECISION_BUG_PLANNING_2026_05_17.md; memory/change_requests/final_sprint_reconciliation/POS2_0_PHASE_4_OWNER_DECISION_CAPTURE_2026_05_17.md; memory/bugs/POS2_0_BUG_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_PLAN_AUDIT_AND_CORRECTION_2026_05_17.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
POS 2.0,BUG-077,Add .trim() to Mobile Before CRM Lookup,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_077_INTAKE_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS2_0_OWNER_DECISION_BUG_PLANNING_2026_05_17.md; memory/bugs/POS2_0_BUG_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_PLAN_AUDIT_AND_CORRECTION_2026_05_17.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_IMPLEMENTATION_PLAN_2026_05_17.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
POS 2.0,BUG-081,"Confirm/Fix Snooze to 120,000ms (2 min)",CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_081_INTAKE_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS2_0_OWNER_DECISION_BUG_PLANNING_2026_05_17.md; memory/bugs/POS2_0_BUG_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_PLAN_AUDIT_AND_CORRECTION_2026_05_17.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_IMPLEMENTATION_PLAN_2026_05_17.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
POS 2.0,BUG-086,Confirm Room Order Grand Total Key Name,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_086_INTAKE_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS2_0_OWNER_DECISION_BUG_PLANNING_2026_05_17.md; memory/bugs/POS2_0_BUG_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_PLAN_AUDIT_AND_CORRECTION_2026_05_17.md; memory/change_requests/final_sprint_reconciliation/POS2_0_MASTER_IMPLEMENTATION_PLAN_2026_05_17.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
pos_final_1.0,BUG-037,Scan Order Confirm Fails When Default Configuration Is Delivered,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_037_INTAKE_2026_05_30.md; memory/bugs/POS_FINAL_1_0_BUG_IMPACT_ANALYSIS.md; memory/bugs/POS_FINAL_1_0_BUG_IMPLEMENTATION_PLAN_BUCKET_1.md; memory/bugs/POS_FINAL_1_0_BUG_045_PRE_IMPL_CODE_GATE.md; memory/bugs/code_gate_waivers/BUG_037_CG_WAIVER.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
pos_final_1.0,BUG-039,Delivery Order Audit Detail Calculation Shows Delivery Charge as Tax,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_039_INTAKE_2026_05_30.md; memory/bugs/AUDIT_REPORT_API_INVESTIGATION_2026_05_27.md; memory/bugs/POS_FINAL_1_0_BUG_IMPACT_ANALYSIS.md; memory/bugs/code_gate_waivers/BUG_039_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
pos_final_1.0,BUG-043,Room Orders Report Wrongly Shows Discount Column,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/BUG_048_INTAKE.md; memory/bugs/POS_FINAL_1_0_BUG_IMPACT_ANALYSIS.md; memory/bugs/BUG_048_ROOM_REPORT_IMPACT_ANALYSIS.md; memory/bugs/code_gate_waivers/BUG_043_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
pos_final_1.0,BUG-047,Order Placed From Mayur Kitchen But Buzzer Says 18 March,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/BUG_048_INTAKE.md; memory/bugs/intake/BUG_037_INTAKE_2026_05_30.md; memory/bugs/POS_FINAL_1_0_BUG_IMPACT_ANALYSIS.md; memory/bugs/code_gate_waivers/BUG_047_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
pos_final_1.0,BUG-049,PayLater Payment Leaves NA On Available Table Card,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/BUG_049_INTAKE.md; memory/change_requests/production_hotfixes/PROD_HOTFIX_001_PREPAID_AUTO_SETTLE_PRINT_GUARD_IMPACT_ANALYSIS_2026_05_20.md; memory/bugs/BUG_049_PAYLATER_NA_TABLE_CARD_IMPACT_ANALYSIS.md; memory/bugs/code_gate_waivers/BUG_049_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-002,Postpaid Collect Bill Auto Bill Print Not Triggered,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_002_INTAKE_2026_05_30.md; memory/change_requests/production_hotfixes/PROD_HOTFIX_001_PREPAID_AUTO_SETTLE_PRINT_GUARD_IMPACT_ANALYSIS_2026_05_20.md; memory/change_requests/production_hotfixes/PROD_BUG_002_AUTO_KOT_AUTO_BILL_TRIGGER_INVESTIGATION_2026_05_21.md; memory/bugs/BUG_ANALYSIS_029.md; control/OWNER_DECISION_QUEUE.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-004,Split Bill Total Amount Shown Wrong,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_004_INTAKE_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_COUPON_PHASE_V1_IMPLEMENTATION_PLAN_2026_05_25.md; memory/bugs/code_gate_waivers/BUG_004_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-007,Place Order Payload for Delivery Orders Missing Full delivery_address,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_007_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_007_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-008,Online Order Confirm Button Not Working,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_008_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_008_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-010,Discount and Tip Fields No Programmatic Max Validation,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_010_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_010_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-011,Scan & Order Confirm Spins Indefinitely API 404,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_011_INTAKE_2026_05_30.md; memory/bugs/POS_FINAL_1_0_BUG_IMPACT_ANALYSIS.md; memory/bugs/code_gate_waivers/BUG_011_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md; memory/bugs/BUG_037_SMOKE_SIGNOFF.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-012,Delivery Order Edit Address Not Showing in UI,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_012_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_012_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-016,Delivery Payload Being Sent on Non-Delivery Order Types,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_016_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_016_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md; memory/bugs/BUG_016_SMOKE_SIGNOFF.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-017,Quantity Input Amount Not Updating With Variants,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_017_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_017_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md; memory/bugs/BUG_035_SMOKE_SIGNOFF.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-024,Mark Order Ready Backend Does Not Cascade food_status,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_024_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_024_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md; memory/bugs/BUG_024_SMOKE_SIGNOFF.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-025,Cancelled Item Not Shown in Order Card Served Dropdown,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_025_INTAKE_2026_05_30.md; memory/bugs/code_gate_waivers/BUG_025_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md; memory/bugs/BUG_024_SMOKE_SIGNOFF.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-030,Cancelled KOT Not Received After Item Cancellation,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_030_INTAKE_2026_05_30.md; memory/bugs/BUG_ANALYSIS_030.md; memory/bugs/BUG_IMPLEMENTATION_PLAN_030.md; memory/bugs/code_gate_waivers/BUG_030_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-031,Out-of-Menu Order Item Not Added to Menu Management,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_031_INTAKE_2026_05_30.md; memory/bugs/BUG_ANALYSIS_031.md; memory/bugs/BUG_IMPLEMENTATION_PLAN_031.md; memory/bugs/code_gate_waivers/BUG_031_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
(legacy),BUG-033,Cancellation Notification Says Order Updated Instead of Cancelled,CLOSED — OWNER VERIFIED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,PRESENT,0,RESOLVED,memory/bugs/intake/BUG_033_INTAKE_2026_05_30.md; memory/bugs/BUG_ANALYSIS_033.md; memory/bugs/BUG_IMPLEMENTATION_PLAN_033.md; memory/bugs/code_gate_waivers/BUG_033_CG_WAIVER.md; control/CODE_GATE_WAIVER_REGISTRY_2026_05_30.md,Y,N,0,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 big-batch closure v2.6,v2.9_2026_05_30,Y
POS 2 0,POS2-001,Delivery charge / GST / web delivery lock,NOT STARTED,,PRESENT,PRESENT,MISSING,WAIVED,MISSING,MISSING,MISSING,3,MEDIUM,memory/crs/intake/POS2-001_INTAKE_2026_05_30.md; memory/change_requests/sprint_consolidation/POS2_0_OWNER_DECISIONS_AMENDMENT_2026_05_09.md; memory/change_requests/impact_analysis/POS2_003_PRINT_AGENT_MAPPING_CR_IMPACT_ANALYSIS_2026_05_08.md; memory/change_requests/impact_analysis/POS2_002_ORDER_FROM_WEB_PIPELINE_CR_IMPACT_ANALYSIS_2026_05_07.md; memory/crs/code_gate_premature/POS2-001_CG_PREMATURE.md,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
POS 2 0,POS2-002,Order origin / Scan&Order web pipeline,INVESTIGATION COMPLETE,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,MISSING,1,LOW,memory/crs/intake/POS2-001_INTAKE_2026_05_30.md; memory/crs/intake/POS2-002_INTAKE_2026_05_30.md; memory/change_requests/scan_order_delivery_charge_edit_investigation/SCAN_ORDER_DELIVERY_CHARGE_EDIT_INVESTIGATION.md; memory/change_requests/sprint_consolidation/POS2_0_OWNER_DECISIONS_AMENDMENT_2026_05_09.md; memory/change_requests/impact_analysis/POS2_003_PRINT_AGENT_MAPPING_CR_IMPACT_ANALYSIS_2026_05_08.md,N,N,2,Write remaining 1 artifact(s); near-closure,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
POS 2 0,POS2-003-REOPEN-B,v1→v2 place-order revert,PARKED,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
POS 2 0,POS2-004,f_order_status=8 investigation,CLOSED — IMPLEMENTED,,MISSING,PRESENT,MISSING,MISSING,PRESENT,MISSING,MISSING,4,HIGH,memory/change_requests/impact_analysis/POS2_005_F_STATUS_8_HOLD_REROUTE_CR_IMPACT_ANALYSIS_2026_05_08.md; memory/change_requests/impact_analysis/POS2_004_F_STATUS_8_HOLD_PAID_DASHBOARD_INVESTIGATION_2026_05_08.md; memory/change_requests/qa_reports/POS2_003_PRINT_AGENT_MAPPING_QA_REPORT_2026_05_08.md,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: SHIPPED),v2.9_2026_05_30,
POS 2 0,POS2-005-FU §B,PG filter cross-tab,INVESTIGATION COMPLETE,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
POS 2 0,POS2-006,confirmOrderTone investigation,INVESTIGATION COMPLETE,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,MISSING,MISSING,1,LOW,memory/crs/intake/POS2-006_INTAKE_2026_05_30.md; memory/change_requests/snooze_popup_sound_investigation/SNOOZE_POPUP_SOUND_INVESTIGATION.md; memory/change_requests/sprint_consolidation/POS2_0_OWNER_DECISIONS_AMENDMENT_2026_05_09.md; memory/change_requests/impact_analysis/POS2_005_FU_STATUS_8_9_COLLECT_BILL_AND_PG_FILTER_INVESTIGATION_2026_05_09.md; memory/change_requests/impact_analysis/POS2_006_CONFIRM_ORDER_TONE_INVESTIGATION_2026_05_09.md,N,N,2,Write remaining 1 artifact(s); near-closure,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
POS 2 0,POS2-008 Phase 2,Backend-owned tone delivery,PLANNING COMPLETE,,MISSING,MISSING,MISSING,WAIVED,MISSING,MISSING,MISSING,5,CRITICAL,memory/crs/code_gate_premature/POS2-008_Phase_2_CG_PREMATURE.md,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
POS 3 0,BUG-090,CRM customer_id on room orders,BACKEND-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-090_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; control/OWNER_DECISION_QUEUE.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-091,CRM search API duplicates,BACKEND-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-091_INTAKE_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md; memory/change_requests/final_sprint_reconciliation/POS3_0_CR_MASTER_PLANNING_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-092,Phone format contract,BACKEND-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-092_INTAKE_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; control/OWNER_DECISION_QUEUE.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-093,Room check-in date missing,BACKEND-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-093_INTAKE_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; control/OWNER_DECISION_QUEUE.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-094,Delivery socket missing payload,BACKEND-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_097_104_CONTINUATION_PLANNING_2026_05_20.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_097_ANALYSIS_2026_05_19.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; control/OWNER_DECISION_QUEUE.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-095,Socket handler + dead code cleanup,PLANNING COMPLETE,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-095_INTAKE_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUCKET_A_OWNER_APPROVAL_PLAN_2026_05_18.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-096,Realtime FE updates for menu,PARTIALLY IMPLEMENTED,constants.js,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-096_INTAKE_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; control/OWNER_DECISION_QUEUE.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-101,Print template delivery GST slot,BACKEND-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-101_INTAKE_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS.md; control/OWNER_DECISION_QUEUE.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-104,Credit/Tab Management module,OWNER SCOPE NEEDED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_COUPON_LOYALTY_WALLET_CRM_API_DISCOVERY_PLAN_2026_05_22.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_097_104_CONTINUATION_PLANNING_2026_05_20.md; memory/bugs/intake/BUG-104_INTAKE_2026_05_30.md; memory/crs/intake/BUG-104_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-105,Settlement module,OWNER SCOPE NEEDED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_097_104_CONTINUATION_PLANNING_2026_05_20.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; control/OWNER_DECISION_QUEUE.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md; memory/change_requests/final_sprint_reconciliation/POS3_0_CR_MASTER_PLANNING_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
